"where";"id";"gender";"age";"education";"employment";"is_rescue_worker";"red_cross_commeetee_location";"rescue_worker_qualification";"years_experience";"last_training";"rate_of_activity";"job_qualification";"is_job_qualification_invariant";"is_team_invariant";"neuroticism";"negative_affect";"i1_na";"i2_na";"i3_na";"i4_na";"i5_na";"i1_sr";"i2_sr";"i3_sr";"i4_sr";"i5_sr";"i6_sr";"i7_sr";"self_reproach";"extraversion";"openness";"agreeableness";"nonantagonistic_orientation";"prosocial_orientation";"conscientiousness";"cope_nvi";"social_support";"avoiding_strategies";"positive_attitude";"problem_orientation";"transcendent_orientation";"avoiding_strategies_R";"transcendent_orientation_R";"ptg";"life_appreciation";"new_possibilities";"personal_strength";"spirituality_changes";"interpersonal_relationships";"ies";"avoiding";"intrusivity";"iperarousal";"self_kindness";"self_judgment";"common_humanity";"isolation";"mindfulness";"over_identification";"neg_self_compassion";"pos_self_compassion";"family";"friends";"significant_other"
"lombardia";"TM854013";"male";45;"Scuola media primaria";"Disoccupato";"Yes";"Comitato di Lodi";"Si";"10";"Più di 1 anno fa";"Più di 1 turno a settimana";"Soccorritore";"No";"No";34;16;4;4;4;0;4;2;4;4;0;4;4;0;18;10;13;29;17;12;33;151;42;42;23;24;20;42;20;0;0;0;0;0;0;43;8;11;24;17;19;11;4;12;4;27;40;4;4;9
"lombardia";"AB615526";"female";60;"Scuola media primaria";"Pensionato";"Yes";"Comitato di Bergamo Hinterland";"Si";"20";"Meno di 1 anno fa";"1 turno a settimana";"Soccorritore";"No";"No";5;4;0;1;3;0;0;0;0;0;0;1;0;0;1;42;33;41;25;16;48;168;40;23;47;46;12;60;28;12;6;1;1;0;4;15;5;6;4;12;14;16;20;15;16;50;43;24;24;18
"lombardia";"MD93439";"female";22;"Diploma";"Studente";"Yes";"Comitato di Suzzara";"Si";"2";"Meno di 2 mesi fa";"Più di 1 turno a settimana";"Soccorritore";"Yes";"No";34;15;2;4;4;2;3;4;4;4;4;1;0;2;19;24;31;21;11;10;42;153;38;25;37;38;15;56;25;77;10;19;17;0;31;53;20;16;17;7;5;17;9;15;9;23;39;9;20;16
"lombardia";"DN286529";"female";42;"Laurea magistrale";"Libero professionista";"Yes";"Comitato di Pavia";"Si";"9";"Meno di 6 mesi fa";"1 turno a settimana";"Capo-squadra";"Yes";"No";14;7;3;2;0;1;1;2;2;0;1;1;1;0;7;39;27;29;16;13;45;140;32;22;32;37;17;61;23;63;8;9;16;0;30;16;2;12;2;25;21;17;18;17;19;58;59;20;20;24
"lombardia";"AT2440100i";"female";51;"Scuola media primaria";"Dipendente";"Yes";"Comitato di Bergamo Hinterland";"Si";"15";"Meno di 6 mesi fa";"1 turno a settimana";"Capo-squadra";"No";"No";24;9;4;2;1;1;1;2;3;3;3;1;1;2;15;33;29;31;18;13;32;135;26;23;31;35;20;61;20;49;8;10;10;0;21;28;8;15;5;16;10;14;11;14;13;34;44;19;13;19
"lombardia";"MM07877";"female";57;"Diploma";"Dipendente";"Yes";"Comitato di Merate";"Si";"15";"Meno di 2 mesi fa";"1 turno a settimana";"Autista";"No";"No";24;11;1;3;2;3;2;1;3;2;2;1;2;2;13;35;22;40;26;14;33;150;39;19;35;29;28;65;12;68;12;12;9;10;25;22;8;14;0;9;14;9;10;8;9;33;26;24;24;24
"lombardia";"Af45934";"male";40;"Diploma";"Dipendente";"Yes";"Comitato di Varese";"Si";"4";"Meno di 1 anno fa";"Più di 1 turno a settimana";"Autista";"No";"No";22;10;1;3;1;2;3;0;3;1;4;1;3;0;12;38;22;25;15;10;32;136;26;25;36;31;18;56;22;36;6;4;15;0;11;8;2;6;0;14;17;13;14;14;17;48;41;12;11;15
"lombardia";"RF790846";"male";24;"Laurea breve";"Studente";"Yes";"Comitato di Varese";"Si";"3";"Più di 2 mesi fa";"1 turno a settimana";"Capo-squadra";"Yes";"No";16;5;1;1;1;1;1;1;2;1;2;2;2;1;11;34;22;24;15;9;31;141;33;30;33;31;14;52;26;14;2;2;10;0;0;13;2;11;0;14;21;7;16;8;16;53;29;20;19;16
"lombardia";"albetira";"male";43;"Diploma";"Dipendente";"Yes";"Comitato di Brescia";"Si";"18";"Meno di 1 anno fa";"1 turno ogni due settimane";"Autista";"Yes";"No";23;9;4;2;1;1;1;2;3;1;3;2;2;1;14;33;30;19;11;8;44;155;35;19;43;43;15;63;25;37;7;9;13;0;8;19;5;9;5;16;14;16;13;14;11;38;46;19;22;23
"lombardia";"19571994";"male";62;"Diploma";"Dipendente";"Yes";"Comitato di Casteggio";"Si";"10";"Più di 1 anno fa";"Più di 1 turno a settimana";"Autista";"No";"No";18;11;3;1;3;1;3;0;1;1;2;1;1;1;7;37;34;32;20;12;35;132;26;20;33;36;17;64;23;0;0;0;0;0;0;3;0;2;1;13;15;13;18;17;19;52;43;16;23;24
"lombardia";"PP3929144";"female";35;"Diploma";"Studente";"Yes";"Comitato di Varese";"Si";"4";"Meno di 1 anno fa";"1 turno a settimana";"Capo-squadra";"Yes";"No";23;11;3;3;1;1;3;2;2;3;3;0;0;2;12;34;36;28;16;12;33;142;34;24;33;33;18;59;22;83;14;23;19;3;24;17;7;8;2;15;14;15;18;16;16;48;46;17;21;23
"lombardia";"CC085029";"male";55;"Diploma";"Libero professionista";"Yes";"Comitato di Cinisello Balsamo";"Si";"2";"Più di 1 anno fa";"1 turno a settimana";"Soccorritore";"No";"Yes";9;5;2;3;0;0;0;0;2;0;2;0;0;0;4;37;19;31;18;13;33;143;39;19;29;37;19;65;21;67;10;14;16;0;27;8;4;1;3;18;21;19;18;20;20;59;57;9;12;24
"lombardia";"SV333331";"male";23;"Laurea breve";"Studente";"Yes";"Comitato di Stradella";"Si";"4";"Più di 1 anno fa";"Più di 1 turno a settimana";"Capo-squadra";"No";"Yes";35;14;3;3;4;1;3;3;3;3;3;4;2;3;21;23;36;39;26;13;33;140;38;19;29;34;20;65;20;31;2;4;13;0;12;36;10;16;10;9;6;7;5;11;7;18;27;19;15;24
"lombardia";"Af703917";"male";20;"Diploma";"Studente";"Yes";"Comitato di Morbegno";"Si";"1";"Meno di 1 anno fa";"1 turno ogni due settimane";"Soccorritore";"Yes";"Yes";20;11;3;3;2;2;1;1;2;0;3;1;1;1;9;39;44;34;20;14;28;135;36;22;38;23;16;61;24;16;3;1;5;0;7;6;1;4;1;16;15;19;17;10;11;43;45;22;16;12
"lombardia";"AB78177";"female";26;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Varese";"Si";"3";"Meno di 1 anno fa";"1 turno a settimana";"Capo-squadra";"Yes";"No";9;6;2;1;1;0;2;0;1;1;0;0;0;1;3;39;44;25;15;10;46;134;18;18;43;42;13;66;27;66;11;16;18;0;21;7;5;2;0;15;15;16;17;19;18;50;50;22;19;17
"lombardia";"DF26764";"female";55;"Diploma";"Dipendente";"Yes";"Comitato di Varedo";"Si";"17";"Più di 2 mesi fa";"1 turno a settimana";"Soccorritore";"No";"Yes";12;8;4;3;1;0;0;0;0;0;4;0;0;0;4;34;35;32;17;15;42;137;29;16;30;42;20;68;20;16;2;1;4;0;9;6;2;3;1;11;12;8;15;14;15;42;33;24;24;24
"lombardia";"RS956515";"female";47;"Diploma";"Dipendente";"Yes";"Comitato di Area Sud Milanese";"Si";"7";"Meno di 1 anno fa";"1 turno al mese";"Autista";"Yes";"Yes";17;7;2;1;2;1;1;3;1;1;2;1;2;0;10;29;26;28;19;9;25;141;32;17;37;36;19;67;21;38;3;8;14;0;13;16;6;10;0;16;18;8;19;10;13;50;34;16;20;19
"lombardia";"dora";"male";56;"Diploma";"Dipendente";"Yes";"Comitato di Triangolo Lariano";"Si";"25";"Meno di 1 anno fa";"1 turno a settimana";"Autista";"Yes";"No";6;3;1;0;1;0;1;0;2;0;0;1;0;0;3;35;24;33;23;10;42;139;22;19;38;38;22;65;18;46;10;8;13;1;14;5;3;2;0;13;16;12;12;15;18;46;40;24;18;24
"lombardia";"LG085633";"male";43;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Medio Verbano";"Si";"17";"Più di 6 mesi fa";"1 turno a settimana";"Autista";"Yes";"No";6;5;1;0;4;0;0;1;0;0;0;0;0;0;1;36;40;40;26;14;37;135;27;17;35;40;16;67;24;62;11;14;14;2;21;11;4;7;0;17;21;10;20;18;20;61;45;24;24;22
"lombardia";"MC647347";"female";22;"Scuola media primaria";"Dipendente";"Yes";"Comitato di Paderno Dugnano";"Si";"4";"Meno di 1 anno fa";"1 turno ogni due settimane";"Soccorritore";"No";"Yes";6;5;3;0;1;0;1;0;0;0;1;0;0;0;1;40;36;40;25;15;47;134;32;19;26;38;19;65;21;75;10;22;17;0;26;6;6;0;0;24;24;14;20;18;20;64;56;24;24;24
"lombardia";"GA670264";"male";61;"Diploma";"Libero professionista";"Yes";"Comitato di Como";"Si";"15";"Più di 1 anno fa";"1 turno a settimana";"Autista";"Yes";"Yes";17;8;2;2;0;4;0;0;0;4;1;3;1;0;9;28;35;30;20;10;20;133;25;26;35;32;15;58;25;0;0;0;0;0;0;3;2;1;0;13;19;10;16;14;20;55;37;21;21;24
"lombardia";"IR729217";"female";24;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Valle Imagna";"Si";"2";"Più di 1 anno fa";"1 turno ogni due settimane";"Soccorritore";"Yes";"No";28;18;4;4;4;4;2;3;4;0;3;0;0;0;10;39;31;36;23;13;37;139;44;20;28;27;20;64;20;46;5;9;13;0;19;18;0;16;2;17;18;13;16;16;11;45;46;10;24;24
"lombardia";"tecos663327";"male";64;"Diploma";"Pensionato";"Yes";"Comitato di San Donato Milanese";"Si";"28";"Meno di 1 anno fa";"1 turno a settimana";"Autista";"No";"Yes";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"lombardia";"AF820938";"female";53;"Diploma";"Dipendente";"Yes";"Comitato di Voghera";"Si";"15";"Meno di 2 mesi fa";"Più di 1 turno a settimana";"Soccorritore";"No";"No";23;15;4;3;4;2;2;0;2;0;2;2;2;0;8;35;36;35;29;6;36;147;28;24;34;32;29;59;11;50;7;8;9;7;19;20;10;7;3;19;14;14;15;16;12;41;49;11;11;16
"lombardia";"LV400436";"female";50;"Scuola media primaria";"Dipendente";"Yes";"Comitato di Varedo";"Si";"2";"Meno di 1 anno fa";"1 turno a settimana";"Soccorritore";"Yes";"Yes";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"lombardia";"GV240827";"female";37;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Saronno";"Si";"13";"Meno di 1 anno fa";"1 turno ogni due settimane";"Autista";"No";"No";21;9;1;2;2;3;1;1;1;1;3;3;1;2;12;38;22;30;21;9;41;141;32;25;32;35;17;58;23;31;5;8;7;3;8;3;2;1;0;14;13;12;12;13;12;37;39;21;21;24
"lombardia";"GT072759";"male";48;"Dottorato";"Dipendente";"Yes";"Comitato di Gallarate";"Si";"30";"Meno di 1 anno fa";"1 turno a settimana";"Medico";"Yes";"No";6;4;1;0;3;0;0;0;0;0;1;1;0;0;2;36;29;30;21;9;44;139;26;16;34;43;20;68;20;7;4;0;2;0;1;0;0;0;0;15;23;8;20;18;20;63;41;20;12;20
"lombardia";"PF0376";"male";28;"Diploma";"Libero professionista";"Yes";"Comitato di Grandate";"Si";"3";"Meno di 2 mesi fa";"1 turno ogni due settimane";"Capo-squadra";"Yes";"Yes";27;13;2;3;3;2;3;3;2;3;1;2;1;2;14;28;38;34;22;12;26;113;26;22;26;23;16;62;24;14;2;3;6;0;3;7;0;7;0;11;14;10;13;11;13;40;32;15;13;16
"lombardia";"MV571838";"male";32;"Diploma";"Dipendente";"Yes";"Comitato di Busto Arsizio";"Si";"9";"Meno di 6 mesi fa";"1 turno a settimana";"Capo-squadra";"Yes";"Yes";17;6;2;4;0;0;0;1;1;3;1;3;1;1;11;43;37;39;26;13;37;138;30;20;34;38;16;63;24;40;5;5;20;0;10;15;8;7;0;16;18;6;20;15;19;57;37;19;19;15
"lombardia";"al27428";"male";65;"Diploma";"Pensionato";"Yes";"Comitato di Sesto San Giovanni";"Si";"10";"Più di 6 mesi fa";"Meno di 1 turno al mese";"Autista";"Yes";"No";22;10;1;1;3;2;3;2;2;1;3;1;1;2;12;30;26;29;18;11;33;134;24;22;32;36;20;62;20;52;9;8;12;0;23;30;13;11;6;15;16;13;13;14;16;45;42;15;16;17
"lombardia";"LV343512";"male";30;"Dottorato";"Libero professionista";"Yes";"Comitato di Como";"Si";"10";"Meno di 2 mesi fa";"1 turno ogni due settimane";"Capo-squadra";"No";"Yes";14;8;4;0;1;2;1;2;1;1;1;0;1;0;6;28;36;21;12;9;13;142;29;23;33;28;29;61;11;78;11;18;14;9;26;25;6;13;6;14;18;13;14;14;14;46;41;18;18;20
"lombardia";"MV617734";"female";26;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Villasanta";"Si";"5";"Più di 1 anno fa";"1 turno ogni due settimane";"Soccorritore";"Yes";"No";35;16;3;3;3;4;3;3;4;3;2;3;3;1;19;30;25;35;21;14;37;143;45;27;19;32;20;57;20;48;7;10;8;0;23;46;16;17;13;10;7;8;10;6;4;21;24;8;18;24
"lombardia";"MH30309";"female";50;"Diploma";"Dipendente";"Yes";"Comitato di Luino";"Si";"4";"Meno di 1 anno fa";"1 turno ogni due settimane";"Autista";"No";"No";11;9;4;1;4;0;0;0;1;0;1;0;0;0;2;45;36;35;27;8;46;147;35;16;37;37;22;68;18;40;7;5;16;0;12;0;0;0;0;15;19;10;20;16;17;56;41;23;23;21
"lombardia";"AG521043";"female";31;"Diploma";"Studente";"Yes";"Comitato di Saronno";"Si";"1";"Meno di 1 anno fa";"1 turno al mese";"Capo-squadra";"Yes";"No";27;11;2;3;0;3;3;3;3;3;2;2;1;2;16;26;38;24;17;7;39;126;21;17;28;40;20;67;20;0;0;0;0;0;0;0;0;0;0;11;10;8;11;8;11;32;27;4;7;20
"lombardia";"PC056226";"male";36;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Legnano";"Si";"16";"Meno di 1 anno fa";"1 turno a settimana";"Autista";"Yes";"Yes";27;10;1;1;3;3;2;3;3;3;3;3;0;2;17;28;32;30;20;10;31;136;24;19;38;35;20;64;20;9;2;0;5;0;2;4;4;0;0;6;9;10;14;16;15;38;32;9;8;11
"lombardia";"AP70806";"female";47;"Diploma";"Dipendente";"Yes";"Comitato di Saronno";"Si";"5";"Meno di 1 anno fa";"1 turno a settimana";"Soccorritore";"Yes";"No";15;9;4;2;1;1;1;1;1;1;2;1;0;0;6;39;30;37;24;13;30;147;36;21;38;30;22;61;18;99;14;24;19;7;35;13;6;7;0;19;19;14;13;12;15;47;45;21;19;17
"lombardia";"RC526246";"female";28;"Laurea magistrale";"Libero professionista";"Yes";"Comitato di Gallarate";"Si";"2";"Meno di 2 mesi fa";"1 turno ogni due settimane";"Soccorritore";"No";"Yes";15;8;2;1;2;2;1;1;2;1;2;0;1;0;7;44;45;43;28;15;38;151;39;21;34;39;18;62;22;21;7;4;3;0;7;12;1;10;1;18;12;13;14;15;13;39;46;24;24;24
"lombardia";"Robert";"male";62;"Diploma";"Pensionato";"Yes";"Comitato di Bergamo";"Si";"9";"Meno di 2 mesi fa";"1 turno a settimana";"Soccorritore";"Yes";"Yes";16;12;4;1;1;3;3;0;1;0;1;1;1;0;4;35;34;42;28;14;42;151;22;26;38;36;29;58;11;29;4;7;9;3;6;37;10;23;4;16;22;12;18;17;17;57;45;24;7;24
"lombardia";"mm69029";"male";46;"Scuola media primaria";"Dipendente";"Yes";"Comitato di Lentate sul Seveso";"Si";"20";"Più di 1 anno fa";"1 turno a settimana";"Capo-squadra";"No";"Yes";6;2;1;0;1;0;0;1;0;0;1;1;1;0;4;35;35;34;23;11;34;131;20;21;37;38;15;62;25;0;0;0;0;0;0;8;7;1;0;14;17;12;17;13;19;53;39;12;12;19
"lombardia";"Clfe1957";"male";62;"Diploma";"Pensionato";"Yes";"Comitato di Merate";"Si";"3";"Più di 1 anno fa";"Più di 1 turno a settimana";"Capo-squadra";"No";"Yes";9;4;1;1;1;1;0;1;1;0;1;1;1;0;5;36;25;38;24;14;37;135;24;18;31;35;27;66;13;48;7;9;10;3;19;10;4;5;1;17;17;12;15;16;16;48;45;24;18;24
"lombardia";"mb79792";"male";54;"Diploma";"Dipendente";"Yes";"Comitato di Pavia";"Si";"4";"Meno di 1 anno fa";"1 turno a settimana";"Capo-squadra";"Yes";"No";15;6;3;2;0;1;0;2;3;1;1;1;1;0;9;31;24;35;23;12;32;155;33;19;44;39;20;65;20;46;7;7;20;0;12;26;13;11;2;14;17;19;9;17;10;36;50;17;10;17
"lombardia";"MS75062";"male";33;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Medio Verbano";"Si";"2";"Meno di 2 mesi fa";"1 turno a settimana";"Soccorritore";"No";"No";16;10;2;1;3;1;3;1;1;1;2;1;0;0;6;30;30;31;22;9;30;107;19;19;26;26;17;65;23;30;3;6;8;0;13;1;0;1;0;11;19;9;16;8;16;51;28;17;14;14
"lombardia";"170512";"female";29;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Monza";"Si";"9";"Più di 1 anno fa";"1 turno a settimana";"Capo-squadra";"Yes";"Yes";5;3;1;0;0;1;1;1;0;0;1;0;0;0;2;39;33;41;26;15;38;129;25;19;30;38;17;65;23;2;0;0;2;0;0;7;7;0;0;21;16;13;14;17;16;46;51;21;20;23
"lombardia";"BC585212";"female";43;"Diploma";"Dipendente";"Yes";"Comitato di Legnano";"Si";"2";"Più di 1 anno fa";"1 turno ogni due settimane";"Soccorritore";"No";"Yes";11;8;1;1;3;1;2;0;1;0;2;0;0;0;3;46;34;37;24;13;44;171;42;24;39;43;23;59;17;74;9;17;16;4;28;9;4;4;1;22;19;14;16;18;18;53;54;24;24;24
"lombardia";"MP790732";"female";31;"Diploma";"Dipendente";"Yes";"Comitato di Ghedi";"Si";"1";"Meno di 6 mesi fa";"1 turno a settimana";"Capo-squadra";"Yes";"Yes";26;11;3;1;3;2;2;4;1;3;3;2;1;1;15;31;35;29;19;10;31;141;46;22;32;24;17;61;23;29;5;4;6;0;14;48;11;23;14;7;9;8;8;9;11;28;24;11;13;14
"lombardia";"MZ240645";"female";23;"Laurea breve";"Dipendente";"Yes";"Comitato di Calvisano";"Si";"3";"Meno di 6 mesi fa";"1 turno a settimana";"Capo-squadra";"No";"No";33;16;3;3;3;4;3;1;3;3;3;2;3;2;17;35;33;34;25;9;28;133;35;21;27;32;18;63;22;24;6;2;5;1;10;18;7;8;3;6;13;5;15;5;16;44;16;17;20;19
"lombardia";"Mp59342";"male";52;"Diploma";"Dipendente";"Yes";"Comitato di Varese";"Si";"28";"Meno di 1 anno fa";"1 turno a settimana";"Autista";"Yes";"No";12;11;1;0;4;3;3;0;0;0;1;0;0;0;1;37;28;34;23;11;44;99;14;16;24;26;19;68;21;38;9;10;14;0;5;0;0;0;0;9;21;6;19;12;20;60;27;17;17;23
"lombardia";"ER75139";"female";35;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Lainate";"Si";"15";"Meno di 6 mesi fa";"1 turno ogni due settimane";"Soccorritore";"Yes";"Yes";18;10;2;2;2;1;3;0;2;0;2;2;1;1;8;38;34;24;12;12;31;149;40;21;33;36;19;63;21;29;8;5;1;0;15;30;6;14;10;10;10;9;13;7;9;32;26;20;20;23
"lombardia";"AL1948334";"female";51;"Scuola media primaria";"Disoccupato";"Yes";"Comitato di Mantova";"Si";"7";"Meno di 2 mesi fa";"Più di 1 turno a settimana";"Capo-squadra";"Yes";"No";18;10;0;4;4;0;2;2;1;1;4;0;0;0;8;41;28;25;17;8;47;167;41;25;43;41;17;58;23;98;15;20;20;10;33;27;3;22;2;14;9;16;11;12;8;28;42;24;24;24
"lombardia";"IL44775";"female";35;"Diploma";"Dipendente";"Yes";"Comitato di Milano Est";"Si";"8";"Meno di 1 anno fa";"1 turno a settimana";"Capo-squadra";"No";"Yes";5;3;1;1;1;0;0;0;1;0;0;1;0;0;2;43;29;42;27;15;40;141;28;22;37;42;12;62;28;77;10;22;17;0;28;7;4;3;0;21;16;12;18;16;18;52;49;22;24;22
"lombardia";"AP333355";"female";34;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Montorfano";"Si";"9";"Meno di 2 mesi fa";"1 turno a settimana";"Capo-squadra";"Yes";"Yes";17;9;3;2;1;2;1;1;1;1;2;1;2;0;8;35;23;33;21;12;33;147;31;21;35;34;26;63;14;44;7;7;14;3;13;26;8;15;3;16;23;9;20;13;18;61;38;24;24;24
"lombardia";"LN01748";"female";25;"Laurea breve";"Studente";"Yes";"Comitato di Milano Est";"Si";"4";"Meno di 6 mesi fa";"1 turno a settimana";"Soccorritore";"No";"Yes";44;20;4;4;4;4;4;4;4;4;3;3;3;3;24;22;43;36;23;13;35;162;43;25;38;38;18;57;22;53;3;10;12;0;28;46;7;24;15;13;12;11;8;14;12;32;38;24;24;17
"lombardia";"RU98267";"female";49;"Diploma";"Dipendente";"Yes";"Comitato di Beragamo Hinterland";"Si";"1";"Meno di 1 anno fa";"1 turno a settimana";"Soccorritore";"Yes";"Yes";15;7;1;3;1;1;1;2;1;2;2;0;1;0;8;33;39;37;27;10;38;140;30;24;36;30;20;59;20;50;8;9;13;0;20;12;3;7;2;18;15;10;17;14;17;49;42;13;22;21
"lombardia";"DV374912";"male";36;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Gallarate";"Si";"5";"Meno di 2 mesi fa";"1 turno a settimana";"Capo-squadra";"Yes";"Yes";13;5;3;0;1;1;0;2;2;0;2;1;1;0;8;38;38;39;23;16;40;144;34;17;35;39;19;67;21;21;4;6;7;0;4;44;11;20;13;7;8;10;11;12;12;31;29;24;24;24
"lombardia";"AA00573";"male";54;"Laurea magistrale";"Libero professionista";"Yes";"Comitato di Cremona";"Si";"10";"Meno di 1 anno fa";"1 turno ogni due settimane";"Autista";"Yes";"No";20;10;2;3;2;1;2;2;2;2;1;1;1;1;10;24;30;26;20;6;33;121;22;23;28;25;23;61;17;0;0;0;0;0;0;3;1;2;0;9;13;8;13;13;14;40;30;10;7;10
"lombardia";"AP01608";"female";26;"Diploma";"Disoccupato";"Yes";"Comitato di Brugherio";"Si";"4";"Meno di 6 mesi fa";"1 turno a settimana";"Capo-squadra";"No";"No";13;7;2;1;2;1;1;0;1;0;4;0;1;0;6;32;29;36;21;15;44;130;32;19;29;33;17;65;23;56;12;12;10;0;22;57;13;24;20;12;15;10;13;9;14;42;31;24;10;22
"lombardia";"RR15566";"male";56;"Diploma";"Dipendente";"Yes";"Comitato di Pizzighettone";"Si";"8";"Più di 6 mesi fa";"1 turno ogni due settimane";"Capo-squadra";"Yes";"Yes";20;6;0;1;3;0;2;0;3;0;4;3;3;1;14;20;30;24;19;5;22;135;21;27;37;33;17;55;23;31;4;4;14;0;9;14;12;2;0;15;13;11;8;16;14;35;42;18;13;24
"lombardia";"240171";"female";48;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Calvisano";"Si";"8";"Meno di 2 mesi fa";"1 turno al mese";"Soccorritore";"Yes";"No";30;10;1;3;2;2;2;3;2;3;3;4;3;2;20;32;33;26;16;10;32;162;43;30;40;36;13;53;27;47;7;8;16;0;16;20;10;10;0;14;7;15;11;12;8;26;41;13;23;20
"lombardia";"ms79564";"male";54;"Diploma";"Libero professionista";"Yes";"Comitato di Casatenovo";"Si";"12";"Meno di 6 mesi fa";"1 turno ogni due settimane";"Capo-squadra";"Yes";"Yes";4;4;1;0;3;0;0;0;0;0;0;0;0;0;0;32;31;35;23;12;45;142;18;16;35;42;31;68;9;8;2;2;0;0;4;3;0;3;0;15;16;16;20;15;19;55;46;24;24;24
"lombardia";"AB3358341200";"male";47;"Diploma";"Dipendente";"Yes";"Comitato di Voghera";"Si";"12";"Meno di 6 mesi fa";"1 turno ogni due settimane";"Soccorritore";"No";"No";16;12;4;2;4;0;2;0;0;0;4;0;0;0;4;32;25;34;20;14;42;114;20;18;28;30;18;66;22;59;14;15;18;0;12;4;4;0;0;5;21;6;18;5;18;57;16;9;6;15
"lombardia";"120074";"male";52;"Diploma";"Libero professionista";"Yes";"Comitato di Mortara";"Si";"28";"Più di 1 anno fa";"Più di 1 turno a settimana";"Capo-squadra";"No";"Yes";13;6;4;1;0;1;0;1;2;0;1;3;0;0;7;29;25;32;19;13;32;170;31;28;44;39;28;54;12;32;2;4;10;4;12;8;5;3;0;20;15;15;17;18;17;49;53;22;24;23
"lombardia";"lc00122";"male";46;"Diploma";"Dipendente";"Yes";"Comitato di Bergamo";"Si";"4";"Meno di 2 mesi fa";"1 turno a settimana";"Autista";"No";"Yes";11;6;1;2;1;1;1;0;1;1;1;1;0;1;5;30;22;33;22;11;42;139;29;23;38;36;13;61;27;21;2;3;8;0;8;1;0;1;0;14;11;15;15;14;13;39;43;16;13;20
"lombardia";"GB89207";"male";44;"Laurea breve";"Dipendente";"Yes";"Comitato di Settimo Milanese";"Si";"6";"Meno di 2 mesi fa";"Più di 1 turno a settimana";"Capo-squadra";"No";"No";10;5;4;0;1;0;0;1;1;0;3;0;0;0;5;37;35;37;21;16;34;132;32;19;30;28;23;64;17;73;9;24;13;1;26;4;0;4;0;16;16;14;18;12;15;49;42;23;19;24
"lombardia";"MC89967";"female";32;"Diploma";"Dipendente";"Yes";"Comitato di Legnano";"Si";"1";"Meno di 1 anno fa";"1 turno al mese";"Soccorritore";"Yes";"No";22;12;3;1;3;2;3;1;3;1;3;1;1;0;10;25;26;27;17;10;34;128;30;21;31;28;18;63;22;24;5;3;4;0;12;21;5;16;0;12;15;16;9;16;11;35;44;19;18;24
"lombardia";"AP550924";"male";52;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Uggiate Trevano";"Si";"26";"Più di 1 anno fa";"1 turno ogni due settimane";"Capo-squadra";"Yes";"Yes";11;8;0;0;3;4;1;0;0;0;0;0;0;3;3;14;22;38;24;14;45;125;16;25;26;38;20;57;20;4;0;2;1;0;1;6;0;2;4;13;18;10;11;10;19;48;33;4;16;9
"lombardia";"CN50281";"female";28;"Scuola media primaria";"Dipendente";"Yes";"Comitato di Colico";"Si";"8";"Meno di 1 anno fa";"1 turno a settimana";"Capo-squadra";"No";"No";40;19;4;4;3;4;4;2;4;4;4;2;1;4;21;32;36;24;13;11;37;128;30;24;27;33;14;60;26;58;8;13;15;0;22;28;7;10;11;5;7;8;11;10;12;30;23;5;13;24
"lombardia";"PT454918";"male";35;"Laurea magistrale";"Libero professionista";"Yes";"Comitato di Gardone Val Trompia";"Si";"15";"Meno di 2 mesi fa";"1 turno a settimana";"Capo-squadra";"Yes";"Yes";27;9;1;1;2;3;2;3;3;2;2;3;3;2;18;25;34;28;18;10;33;128;27;19;36;31;15;64;25;66;12;16;14;1;23;24;6;12;6;11;10;13;10;12;15;35;36;15;15;12
"lombardia";"IB6133134";"male";56;"Scuola media primaria";"Libero professionista";"Yes";"Comitato di Pavia";"Si";"18";"Meno di 6 mesi fa";"1 turno a settimana";"Autista";"Yes";"No";2;1;1;0;0;0;0;0;0;0;1;0;0;0;1;33;20;35;21;14;48;142;21;16;39;46;20;68;20;2;0;0;2;0;0;1;0;1;0;16;15;9;20;17;20;55;42;17;20;12
